구명,시설분류,주차장명,사용상태,충전기타입,수집시간
강남구,기타시설,(사)국가안보전략연구원,사용가능,완속,2021-08-24 09:24:38.288799
강남구,기타시설,(사)국가안보전략연구원,사용가능,완속,2021-08-24 10:16:26.593286
강남구,기타시설,(사)국가안보전략연구원,사용가능,완속,2021-08-24 11:13:16.927484
강남구,기타시설,(사)국가안보전략연구원,사용가능,완속,2021-08-24 12:11:27.012088
강남구,기타시설,(사)국가안보전략연구원,사용가능,완속,2021-08-24 13:17:16.955555
강남구,기타시설,(사)국가안보전략연구원,사용가능,완속,2021-08-24 15:34:19.500704
강남구,기타시설,(사)국가안보전략연구원,사용가능,완속,2021-08-24 16:24:05.212585
강남구,기타시설,(사)국가안보전략연구원,사용가능,완속,2021-08-24 17:12:54.236608
강남구,기타시설,(사)국가안보전략연구원,사용가능,완속,2021-08-24 18:06:23.011849
강남구,기타시설,(사)국가안보전략연구원,사용가능,완속,2021-08-24 18:48:34.224423
강남구,기타시설,(사)국가안보전략연구원,사용가능,완속,2021-08-24 19:47:11.051291
강남구,기타시설,(사)국가안보전략연구원,사용가능,완속,2021-08-24 20:48:49.322738
강남구,기타시설,(사)국가안보전략연구원,사용가능,완속,2021-08-24 21:25:22.232449
강남구,기타시설,(사)국가안보전략연구원,사용가능,완속,2021-08-24 22:45:51.492322
강남구,공동주택시설,GS강동자이 아파트,상태미확인(제한),완속,2021-08-24 09:24:15.811349
강남구,공동주택시설,GS강동자이 아파트,상태미확인(제한),완속,2021-08-24 10:14:28.469224
강남구,공동주택시설,GS강동자이 아파트,상태미확인(제한),완속,2021-08-24 11:11:09.616691
강남구,공동주택시설,GS강동자이 아파트,상태미확인(제한),완속,2021-08-24 12:09:20.320739
강남구,공동주택시설,GS강동자이 아파트,상태미확인(제한),완속,2021-08-24 13:15:00.553172
강남구,공동주택시설,GS강동자이 아파트,상태미확인(제한),완속,2021-08-24 15:31:47.977302
강남구,공동주택시설,GS강동자이 아파트,상태미확인(제한),완속,2021-08-24 16:23:42.825722
강남구,공동주택시설,GS강동자이 아파트,상태미확인(제한),완속,2021-08-24 17:11:09.700718
강남구,공동주택시설,GS강동자이 아파트,상태미확인(제한),완속,2021-08-24 18:06:00.031185
강남구,공동주택시설,GS강동자이 아파트,상태미확인(제한),완속,2021-08-24 18:48:12.364630
강남구,공동주택시설,GS강동자이 아파트,상태미확인(제한),완속,2021-08-24 19:45:32.551676
강남구,공동주택시설,GS강동자이 아파트,상태미확인(제한),완속,2021-08-24 20:48:27.900272
강남구,공동주택시설,GS강동자이 아파트,상태미확인(제한),완속,2021-08-24 21:23:38.970100
강남구,공동주택시설,GS강동자이 아파트,상태미확인(제한),완속,2021-08-24 22:40:51.087745
강남구,상업시설,GS타워주유소,상태미확인,급속,2021-08-24 09:23:48.615143
강남구,상업시설,GS타워주유소,상태미확인,급속,2021-08-24 10:13:20.147048
강남구,상업시설,GS타워주유소,상태미확인,급속,2021-08-24 11:09:44.519554
강남구,상업시설,GS타워주유소,상태미확인,급속,2021-08-24 12:08:13.120362
강남구,상업시설,GS타워주유소,상태미확인,급속,2021-08-24 13:13:35.887720
강남구,상업시설,GS타워주유소,상태미확인,급속,2021-08-24 15:30:36.681050
강남구,상업시설,GS타워주유소,상태미확인,급속,2021-08-24 16:23:17.813056
강남구,상업시설,GS타워주유소,상태미확인,급속,2021-08-24 17:10:03.088559
강남구,상업시설,GS타워주유소,상태미확인,급속,2021-08-24 18:05:36.623577
강남구,상업시설,GS타워주유소,상태미확인,급속,2021-08-24 18:47:48.655470
강남구,상업시설,GS타워주유소,상태미확인,급속,2021-08-24 19:44:35.019359
강남구,상업시설,GS타워주유소,상태미확인,급속,2021-08-24 20:47:52.676366
강남구,상업시설,GS타워주유소,상태미확인,급속,2021-08-24 21:22:33.197521
강남구,상업시설,GS타워주유소,상태미확인,급속,2021-08-24 22:36:07.729203
강남구,공동주택시설,LG개포자이아파트,사용가능,완속,2021-08-24 09:24:15.811349
강남구,공동주택시설,LG개포자이아파트,사용가능,완속,2021-08-24 10:14:28.469224
강남구,공동주택시설,LG개포자이아파트,사용가능,완속,2021-08-24 11:11:09.616691
강남구,공동주택시설,LG개포자이아파트,사용가능,완속,2021-08-24 12:09:20.320739
강남구,공동주택시설,LG개포자이아파트,사용가능,완속,2021-08-24 13:15:00.553172
강남구,공동주택시설,LG개포자이아파트,사용중,완속,2021-08-24 15:31:47.977302
강남구,공동주택시설,LG개포자이아파트,사용중,완속,2021-08-24 16:23:42.825722
강남구,공동주택시설,LG개포자이아파트,사용가능,완속,2021-08-24 17:11:09.700718
강남구,공동주택시설,LG개포자이아파트,사용가능,완속,2021-08-24 18:06:00.031185
강남구,공동주택시설,LG개포자이아파트,사용가능,완속,2021-08-24 18:48:12.364630
강남구,공동주택시설,LG개포자이아파트,사용가능,완속,2021-08-24 19:45:32.551676
강남구,공동주택시설,LG개포자이아파트,사용가능,완속,2021-08-24 20:48:27.900272
강남구,공동주택시설,LG개포자이아파트,사용중,완속,2021-08-24 21:23:38.970100
강남구,공동주택시설,LG개포자이아파트,사용중,완속,2021-08-24 22:40:51.087745
강남구,공동주택시설,LH강남브리즈힐,사용가능,완속,2021-08-24 09:24:15.811349
강남구,공동주택시설,LH강남브리즈힐,사용가능,완속,2021-08-24 10:14:28.469224
강남구,공동주택시설,LH강남브리즈힐,사용가능,완속,2021-08-24 11:11:09.616691
